hsn_code,description
48025790,"OTHER – OTHER, OF A MASS OF 40 G/M² OR MORE BUT NOT MORE THAN 150 G/M²"
480258,"OF A MASS OF MORE THAN 150 G/M² – UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARDS AND PUNCH TAPE PAPER, IN ROLLS OR OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE (EXCLUDING PAPER OF HEADING 48.01 OR 48.03); HAND-MADE PAPER AND PAPERBOARD"
48025810,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 150 G/M2 BUT EXCLUDING PRINTED, RULED, LITHOGRAPHED, GUMMED OR WAXED"
48025890,"OTHER – UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARDS AND PUNCH TAPE PAPER, IN ROLLS OR OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE (EXCLUDING PAPER OF HEADING 48.01 OR 48.03); HAND-MADE PAPER AND PAPERBOARD"
48026,"OTHER PAPER AND PAPERBOARD, OF WHICH MORE THAN 10 PER CENT BY MASS OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS"
480261,IN ROLLS
48026110,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2 BUT EXCLUDING PRINTED, RULED, LITHOGRAPHED, GUMMED OR WAXED"
48026190,OTHER – IN ROLLS
480262,IN SHEETS WITH ONE SIDE NOT EXCEEDING 435 MM AND THE OTHER SIDE NOT EXCEEDING 297 MM IN THE UNFOLDED STATE
48026210,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2 BUT EXCLUDING PRINTED, RULED, LITHOGRAPHED, GUMMED OR WAXED"
48026290,OTHER – IN SHEETS WITH ONE SIDE NOT EXCEEDING 435 MM AND THE OTHER SIDE NOT EXCEEDING 297 MM IN THE UNFOLDED STATE
480269,"OTHER – UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARDS AND PUNCH TAPE PAPER, IN ROLLS OR OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE (EXCLUDING PAPER OF HEADING 48.01 OR 48.03); HAND-MADE PAPER AND PAPERBOARD"
48026910,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2 BUT EXCLUDING PRINTED, RULED, LITHOGRAPHED, GUMMED OR WAXED"
48026990,"OTHER – UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARDS AND PUNCH TAPE PAPER, IN ROLLS OR OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE (EXCLUDING PAPER OF HEADING 48.01 OR 48.03); HAND-MADE PAPER AND PAPERBOARD"
4803,"TOILET OR FACIAL TISSUE STOCK, TOWEL OR NAPKIN STOCK AND SIMILAR PAPEROF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, CELLULOSE WADDINGAND WEBS OF CELLULOSE FIBRES, WHETHER OR NOT CREPED, CRINKLED, EMBOSSEAND WEBS OF CELLULOSE FIBRES, WHETHER OR NOT CREPED, CRINKLED, EMBOSSED, PERFORATED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR SHEETS"
480300,"TOILET OR FACIAL TISSUE STOCK, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, WHETHER OR NOT CREPED, CRINKLED, EMBOSSED, PERFORATED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR SHEETS"
48030000,"TOILET OR FACIAL TISSUE STOCK, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER AND OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, WHETHER OR NOT CREPED, CRINKLED,"
4804,"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48041,KRAFTLINER
480411,UNBLEACHED
48041100,UNBLEACHED
480419,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48041900,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48042,SACK KRAFT PAPER
480421,UNBLEACHED
48042100,UNBLEACHED
480429,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48042900,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48043,OTHER KRAFT PAPER AND PAPERBOARD OF A MASS OF 150 G/M2 OR LESS
480431,UNBLEACHED
48043100,UNBLEACHED
480439,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48043900,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48044,OTHER KRAFT PAPER AND PAPERBOARD OF A MASS OF MORE THAN 150 G/M2 BUT LESS THAN 225 G/M2
480441,UNBLEACHED
48044100,UNBLEACHED
480442,BLEACHED UNIFORMLY THROUGHOUT THE MASS AND OF WHICH MORE THAN 95 PER CENT BY MASS OF THE TOTAL FIBRE CONTENT CONSISTS OF WOOD FIBRES OBTAINED BY A CHEMICAL PROCESS
48044200,BLEACHED UNIFORMLY THROUGHOUT THE MASS AND OF WHICH MORE THAN 95% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF WOOD FIBRES OBTAINED BY A CHEMICAL PROCESS
480449,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48044900,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48045,OTHER KRAFT PAPER AND PAPERBOARD OF A MASS OF 225 G/M2 OR MORE
480451,UNBLEACHED
48045100,UNBLEACHED
480452,BLEACHED UNIFORMLY THROUGHOUT THE MASS AND OF WHICH MORE THAN 95 PER CENT BY MASS OF THE TOTAL FIBRE CONTENT CONSISTS OF WOOD FIBRES OBTAINED BY A CHEMICAL PROCESS
48045200,BLEACHED UNIFORMLY THROUGHOUT THE MASS AND OF WHICH MORE THAN 95% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF WOOD OBTAINED BY A CHEMICAL PROCESS
480459,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
48045900,"OTHER – UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.02 OR 48.03)"
4805,"OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS; NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO THIS CHAPTER"
48051,FLUTING PAPER
480511,SEMI-CHEMICAL FLUTING PAPER
48051100,SEMI-CHEMICAL FLUTING PAPER
480512,STRAW FLUTING PAPER
48051200,STRAW FLUTING PAPER
480519,"OTHER – OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS; NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO THIS CHAPTER"
48051900,"OTHER – OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS; NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO THIS CHAPTER"
48052,TESTLINER (RECYCLED LINER BOARD)
480524,"OF A MASS OF 150 G/M² OR LESS – OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS; NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO THIS CHAPTER"
48052400,WEIGHING 150 G/ M2 OR LESS
480525,"OF A MASS OF MORE THAN 150 G/M² – OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS; NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO THIS CHAPTER"
48052500,WEIGHING MORE THAN 150 G/ M2
480530,SULPHITE WRAPPING PAPER
48053000,SULPHITE WRAPPING PAPER
480540,FILTER PAPER AND PAPERBOARD
48054010,"WRAPPING PAPER, (INCLUDING BAG PAPERS) WEIGHING NOT LESS THAN 28 G/M2 AND NOT MORE THAN 220 G/M2"
48054090,OTHER – FILTER PAPER AND PAPERBOARD
480550,FELT PAPER AND PAPERBOARD
48055000,FELT PAPER AND PAPERBOARD
48059,OTHER
480591,"OF A MASS OF 150 G/M² OR LESS – OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS; NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO THIS CHAPTER"
48059100,WEIGHING 150 G/M2 OR LESS
480592,"OF A MASS OF MORE THAN 150 G/M² BUT LESS THAN 225 G/M² – OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS; NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO THIS CHAPTER"
48059200,WEIGHING MORE THAN 150 G/M2 BUT LESS THAN 225 G/M2
480593,"OF A MASS OF 225 G/M² OR MORE – OTHER UNCOATED PAPER AND PAPERBOARD, IN ROLLS OR SHEETS; NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO THIS CHAPTER"
48059300,WEIGHING 225 G/M2 OR MORE
4806,"VEGETABLE PARCHMENT, GREASEPROOF PAPERS, TRACING PAPERS AND GLASSINE AND OTHER GLAZED TRANSPARENT OR TRANSLUCENT PAPERS, IN ROLLS OR SHEETS"
480610,VEGETABLE PARCHMENT
48061000,VEGETABLE PARCHMENT
480620,GREASEPROOF PAPERS
48062000,GREASEPROOF PAPERS
480630,TRACING PAPERS
48063000,TRACING PAPERS
480640,GLASSINE AND OTHER GLAZED TRANSPARENT OR TRANSLUCENT PAPERS
48064000,GLASSINE AND OTHER GLAZED TRANSPARENT OR TRANSLUCENT PAPERS
4807,"COMPOSITE PAPER AND PAPERBOARD (MADE BY STICKING FLAT LAYERS OF PAPEROR PAPERBOARD TOGETHER WITH AN ADHESIVE), NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETSNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETS"
480700,"COMPOSITE PAPER AND PAPERBOARD (MADE BY STICKING FLAT LAYERS OF PAPER OR PAPERBOARD TOGETHER WITH AN ADHESIVE), NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETS"
48070010,"PAPER AND PAPERBOARD, LAMINATED INTERNALLY WITH BITUMEN, TAR OR ASPHALT"
48070020,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2 NOT BEING PRINTED, RULED OR LITHOGRAPHED"
48070090,"OTHER – COMPOSITE PAPER AND PAPERBOARD (MADE BY STICKING FLAT LAYERS OF PAPER OR PAPERBOARD TOGETHER WITH AN ADHESIVE), NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETS"
4808,"PAPER AND PAPERBOARD, CORRUGATED (WITH OR WITHOUT GLUED FLAT SURFACE SHEETS), CREPED, CRINKLED, EMBOSSED OR PERFORATED, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.03)"
480810,"CORRUGATED PAPER AND PAPERBOARD, WHETHER OR NOT PERFORATED"
48081010,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MILLIMETRES OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2, NOT BEING WRAPPING PAPER OR BAG PAPERS"
48081090,"OTHER – CORRUGATED PAPER AND PAPERBOARD, WHETHER OR NOT PERFORATED"
480840,"KRAFT PAPER, CREPED OR CRINKLED, WHETHER OR NOT EMBOSSED OR PERFORATED"
48084010,IN ROLLS OR SHEETS WEIGHING NOT MORE THAN 220 G/M2
48084090,"OTHER – KRAFT PAPER, CREPED OR CRINKLED, WHETHER OR NOT EMBOSSED OR PERFORATED"
480890,"OTHER – PAPER AND PAPERBOARD, CORRUGATED (WITH OR WITHOUT GLUED FLAT SURFACE SHEETS), CREPED, CRINKLED, EMBOSSED OR PERFORATED, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.03)"
48089010,WRAPPING PAPER (INCLUDING BAG PAPERS) WEIGHING NOT LESS THAN 28 G/M2 AND NOT MORE THAN 220 G/M2
48089091,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2, NOT BEING WRAPPING PAPER OR BAG PAPERS"
48089099,"OTHER – PAPER AND PAPERBOARD, CORRUGATED (WITH OR WITHOUT GLUED FLAT SURFACE SHEETS), CREPED, CRINKLED, EMBOSSED OR PERFORATED, IN ROLLS OR SHEETS (EXCLUDING THAT OF HEADING 48.03)"
4809,"CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS (INCLUDING COATED OR IMPREGNATED PAPER FOR DUPLICATOR STENCILS OR OFFSET PLATES), WHETHER OR NOT PRINTED, IN ROLLS OR SHEETS"
480920,SELF-COPY PAPER
48092000,SELF-COPY PAPER
480990,"OTHER – CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS (INCLUDING COATED OR IMPREGNATED PAPER FOR DUPLICATOR STENCILS OR OFFSET PLATES), WHETHER OR NOT PRINTED, IN ROLLS OR SHEETS"
48099010,POLY ROLL MASTER FILM
48099020,HEAT TRANSFER PAPER
48099090,"OTHER – CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS (INCLUDING COATED OR IMPREGNATED PAPER FOR DUPLICATOR STENCILS OR OFFSET PLATES), WHETHER OR NOT PRINTED, IN ROLLS OR SHEETS"
4810,"PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
48101,"PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH NOT MORE THAN 10 PER CENT BY MASS OF THE TOTAL FIBRE CONTENT CONSIST OF SUCH FIBRES"
481013,IN ROLLS
48101310,"RULED, LINED OR SQUARED"
48101320,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS"
48101390,OTHER – IN ROLLS
481014,IN SHEETS WITH ONE SIDE NOT EXCEEDING 435 MM AND THE OTHER SIDE NOT EXCEEDING 297 MM IN THE UNFOLDED STATE
48101410,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2"
48101490,OTHER – IN SHEETS WITH ONE SIDE NOT EXCEEDING 435 MM AND THE OTHER SIDE NOT EXCEEDING 297 MM IN THE UNFOLDED STATE
481019,"OTHER – PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
48101910,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2 BUT EXCLUDING PRINTED, RULED, LITHOGRAPHED, GUMMED OR WAXED"
48101990,"OTHER – PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
48102,"PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, OF WHICH MORE THAN 10 PER CENT BY MASS OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS"
481022,LIGHT-MASS COATED PAPER
48102210,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS"
48102290,OTHER – LIGHT-MASS COATED PAPER
481029,"OTHER – PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
48102910,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2"
48102990,"OTHER – PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
48103,"KRAFT PAPER AND PAPERBOARD (EXCLUDING THAT OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES)"
481031,"BLEACHED UNIFORMLY THROUGHOUT THE MASS AND OF WHICH MORE THAN 95 PER CENT BY MASS OF THE TOTAL FIBRE CONTENT CONSISTS OF WOOD FIBRES OBTAINED BY A CHEMICAL PROCESS, AND OF A MASS OF 150 G/M2 OR LESS"
48103100,"BLEACHED UNIFORMLY THROUGHOUT THE MASS AND OF WHICH MORE THAN 95 % BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF WOOD FIBRES OBTAINED BY CHEMICAL PROCESS, AND WEIGHING 150 G/M2 OR LESS"
481032,"BLEACHED UNIFORMLY THROUGHOUT THE MASS AND OF WHICH MORE THAN 95 PER CENT BY MASS OF THE TOTAL FIBRE CONTENT CONSISTS OF WOOD FIBRES OBTAINED BY A CHEMICAL PROCESS, AND OF A MASS OF MORE THAN 150 G/M2"
48103200,"BLEACHED UNIFORMLY THROUGHOUT THE MASS AND OF WHICH MORE THAN 95 % BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF WOOD FIBRES OBTAINED BY A CHEMICAL PROCESS, AND WEIGHING MORE THAN 150 G/M2"
481039,"OTHER – PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
48103900,"OTHER – PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
48109,OTHER PAPER AND PAPERBOARD
481092,MULTI-PLY
48109210,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2 NOT BEING PRINTED, RULED OR LITHOGRAPHED"
48109290,OTHER – MULTI-PLY
481099,"OTHER – PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
48109910,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2 NOT BEING PRINTED, RULED OR LITHOGRAPHED"
48109990,"OTHER – PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES, WITH OR WITHOUT A BINDER, AND WITH NO OTHER COATING, WHETHER OR NOT SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS OF ANY SIZE"
4811,"PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, COATED, IMPREGNATED, COVERED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS, OF ANY SIZE (EXCLUDING GOODS OF THE KIND DESCRIBED IN HEADING 48.03, 48.09 OR 48.10)"
481110,"TARRED, BITUMINISED OR ASPHALTED PAPER AND PAPERBOARD"
48111000,"TARRED, BITUMINISED OR ASPHALTED PAPER AND PAPERBOARD"
48114,GUMMED OR ADHESIVE PAPER AND PAPERBOARD
481141,SELF-ADHESIVE
48114110,SELF ADHESIVE PAPER REELS
48114190,OTHER – SELF-ADHESIVE
481149,"OTHER – PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, COATED, IMPREGNATED, COVERED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS, OF ANY SIZE (EXCLUDING GOODS OF THE KIND DESCRIBED IN HEADING 48.03, 48.09 OR 48.10)"
48114900,"OTHER – PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, COATED, IMPREGNATED, COVERED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS, OF ANY SIZE (EXCLUDING GOODS OF THE KIND DESCRIBED IN HEADING 48.03, 48.09 OR 48.10)"
48115,"PAPER AND PAPERBOARD COATED, IMPREGNATED OR COVERED WITH PLASTICS (EXCLUDING ADHESIVES)"
481151,BLEACHED OF A MASS OF MORE THAN 150 G/M2
48115110,"WRAPPING PAPER (INCLUDING BAG PAPERS), WEIGHING NOT MORE THAN 220 G/M2"
48115120,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2, NOT BEING PRINTED, RULED OR LITHOGRAPHED"
48115190,OTHER – BLEACHED OF A MASS OF MORE THAN 150 G/M2
481159,"OTHER – PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, COATED, IMPREGNATED, COVERED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS, OF ANY SIZE (EXCLUDING GOODS OF THE KIND DESCRIBED IN HEADING 48.03, 48.09 OR 48.10)"
48115900,"OTHER – PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, COATED, IMPREGNATED, COVERED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR RECTANGULAR (INCLUDING SQUARE) SHEETS, OF ANY SIZE (EXCLUDING GOODS OF THE KIND DESCRIBED IN HEADING 48.03, 48.09 OR 48.10)"
481160,"PAPER AND PAPERBOARD, COATED, IMPREGNATED OR COVERED WITH WAX, PARAFFIN WAX, STEARIN, OIL OR GLYCEROL"
48116000,"PAPER AND PAPERBOARD, COATED, IMPREGNATED OR COVERED WITH WAX, PARAFFIN WAX, STEARIN, OIL OR GLYCEROL"
481190,"OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES"
48119010,"IN ORIGINAL MILL WRAPPERS, FLAT OR FOLDED, NOT LESS THAN 440 X 380 MM OR IN ORIGINAL MILL REELS, WEIGHING NOT MORE THAN 220 G/M2, NOT BEING PRINTED, RULED OR LITHOGRAPHED"
48119020,PAPER FOIL FOR USE IN THE MANUFACTURE OF FURNITURE
48119090,"OTHER – OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES"
4812,"FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP"
481200,"FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP"
48120000,"FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP."
4813,"CIGARETTE PAPER, WHETHER OR NOT CUT TO SIZE OR IN THE FORM OF BOOKLETS OR TUBES"
481310,IN THE FORM OF BOOKLETS OR TUBES
48131000,IN THE FORM OF BOOKLETS OR TUBES
481320,IN ROLLS OF A WIDTH NOT EXCEEDING 5 CM
48132000,IN ROLLS OF A WIDTH NOT EXCEEDING 5 CM
481390,"OTHER – CIGARETTE PAPER, WHETHER OR NOT CUT TO SIZE OR IN THE FORM OF BOOKLETS OR TUBES"
48139000,"OTHER – CIGARETTE PAPER, WHETHER OR NOT CUT TO SIZE OR IN THE FORM OF BOOKLETS OR TUBES"
4814,WALLPAPER AND SIMILAR WALL COVERINGS; WINDOW TRANSPARENCIES OF PAPER
